,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
596,2021/1/28,LAC,MIA,W 109-105,240,36,87,0.414,19,45,0.422,17,42,0.405,20,22,0.909,109,40,90,0.444,27,57,0.474,13,33,0.394,12,15,0.8,105
597,2021/1/28,MIA,LAC,L 105-109,240,40,90,0.444,27,57,0.474,13,33,0.394,12,15,0.8,105,36,87,0.414,19,45,0.422,17,42,0.405,20,22,0.909,109
598,2021/1/28,GSW,PHO,L 93-114,240,38,99,0.384,27,61,0.443,11,38,0.289,6,8,0.75,93,41,88,0.466,30,56,0.536,11,32,0.344,21,23,0.913,114
599,2021/1/28,PHO,GSW,W 114-93,240,41,88,0.466,30,56,0.536,11,32,0.344,21,23,0.913,114,38,99,0.384,27,61,0.443,11,38,0.289,6,8,0.75,93
600,2021/1/27,ATL,BRK,L 128-132 (OT),265,45,94,0.479,32,61,0.525,13,33,0.394,25,28,0.893,128,52,98,0.531,41,66,0.621,11,32,0.344,17,20,0.85,132
601,2021/1/27,BRK,ATL,W 132-128 (OT),265,52,98,0.531,41,66,0.621,11,32,0.344,17,20,0.85,132,45,94,0.479,32,61,0.525,13,33,0.394,25,28,0.893,128
602,2021/1/27,CHO,IND,L 106-116,240,37,90,0.411,24,52,0.462,13,38,0.342,19,21,0.905,106,45,88,0.511,29,48,0.604,16,40,0.4,10,12,0.833,116
603,2021/1/27,IND,CHO,W 116-106,240,45,88,0.511,29,48,0.604,16,40,0.4,10,12,0.833,116,37,90,0.411,24,52,0.462,13,38,0.342,19,21,0.905,106
604,2021/1/27,CLE,DET,W 122-107,240,47,87,0.54,36,66,0.545,11,21,0.524,17,23,0.739,122,37,82,0.451,26,55,0.473,11,27,0.407,22,29,0.759,107
605,2021/1/27,DET,CLE,L 107-122,240,37,82,0.451,26,55,0.473,11,27,0.407,22,29,0.759,107,47,87,0.54,36,66,0.545,11,21,0.524,17,23,0.739,122
606,2021/1/27,GSW,MIN,W 123-111,240,45,85,0.529,30,51,0.588,15,34,0.441,18,23,0.783,123,37,87,0.425,23,51,0.451,14,36,0.389,23,33,0.697,111
607,2021/1/27,MIN,GSW,L 111-123,240,37,87,0.425,23,51,0.451,14,36,0.389,23,33,0.697,111,45,85,0.529,30,51,0.588,15,34,0.441,18,23,0.783,123
608,2021/1/27,DEN,MIA,W 109-82,240,42,92,0.457,28,49,0.571,14,43,0.326,11,11,1,109,30,80,0.375,17,35,0.486,13,45,0.289,9,11,0.818,82
609,2021/1/27,MIA,DEN,L 82-109,240,30,80,0.375,17,35,0.486,13,45,0.289,9,11,0.818,82,42,92,0.457,28,49,0.571,14,43,0.326,11,11,1,109
610,2021/1/27,NOP,WAS,W 124-106,240,46,89,0.517,29,46,0.63,17,43,0.395,15,24,0.625,124,37,92,0.402,24,54,0.444,13,38,0.342,19,21,0.905,106
611,2021/1/27,WAS,NOP,L 106-124,240,37,92,0.402,24,54,0.444,13,38,0.342,19,21,0.905,106,46,89,0.517,29,46,0.63,17,43,0.395,15,24,0.625,124
612,2021/1/27,ORL,SAC,L 107-121,240,40,96,0.417,30,70,0.429,10,26,0.385,17,18,0.944,107,45,92,0.489,31,59,0.525,14,33,0.424,17,26,0.654,121
613,2021/1/27,SAC,ORL,W 121-107,240,45,92,0.489,31,59,0.525,14,33,0.424,17,26,0.654,121,40,96,0.417,30,70,0.429,10,26,0.385,17,18,0.944,107
614,2021/1/27,LAL,PHI,L 106-107,240,41,86,0.477,33,62,0.532,8,24,0.333,16,25,0.64,106,41,85,0.482,32,60,0.533,9,25,0.36,16,26,0.615,107
615,2021/1/27,PHI,LAL,W 107-106,240,41,85,0.482,32,60,0.533,9,25,0.36,16,26,0.615,107,41,86,0.477,33,62,0.532,8,24,0.333,16,25,0.64,106
616,2021/1/27,OKC,PHO,W 102-97,240,38,85,0.447,22,45,0.489,16,40,0.4,10,14,0.714,102,36,95,0.379,21,52,0.404,15,43,0.349,10,12,0.833,97
617,2021/1/27,PHO,OKC,L 97-102,240,36,95,0.379,21,52,0.404,15,43,0.349,10,12,0.833,97,38,85,0.447,22,45,0.489,16,40,0.4,10,14,0.714,102
618,2021/1/27,BOS,SAS,L 106-110,240,42,98,0.429,32,68,0.471,10,30,0.333,12,14,0.857,106,46,82,0.561,38,54,0.704,8,28,0.286,10,16,0.625,110
619,2021/1/27,SAS,BOS,W 110-106,240,46,82,0.561,38,54,0.704,8,28,0.286,10,16,0.625,110,42,98,0.429,32,68,0.471,10,30,0.333,12,14,0.857,106
620,2021/1/27,MIL,TOR,W 115-108,240,40,93,0.43,24,49,0.49,16,44,0.364,19,26,0.731,115,38,94,0.404,16,39,0.41,22,55,0.4,10,12,0.833,108
621,2021/1/27,TOR,MIL,L 108-115,240,38,94,0.404,16,39,0.41,22,55,0.4,10,12,0.833,108,40,93,0.43,24,49,0.49,16,44,0.364,19,26,0.731,115
622,2021/1/27,DAL,UTA,L 104-116,240,42,91,0.462,30,56,0.536,12,35,0.343,8,9,0.889,104,42,91,0.462,26,50,0.52,16,41,0.39,16,21,0.762,116
623,2021/1/27,UTA,DAL,W 116-104,240,42,91,0.462,26,50,0.52,16,41,0.39,16,21,0.762,116,42,91,0.462,30,56,0.536,12,35,0.343,8,9,0.889,104
624,2021/1/26,ATL,LAC,W 108-99,240,37,80,0.463,27,54,0.5,10,26,0.385,24,25,0.96,108,36,89,0.404,28,63,0.444,8,26,0.308,19,22,0.864,99
625,2021/1/26,LAC,ATL,L 99-108,240,36,89,0.404,28,63,0.444,8,26,0.308,19,22,0.864,99,37,80,0.463,27,54,0.5,10,26,0.385,24,25,0.96,108
626,2021/1/26,HOU,WAS,W 107-88,240,37,88,0.42,25,51,0.49,12,37,0.324,21,29,0.724,107,33,84,0.393,28,58,0.483,5,26,0.192,17,23,0.739,88
627,2021/1/26,WAS,HOU,L 88-107,240,33,84,0.393,28,58,0.483,5,26,0.192,17,23,0.739,88,37,88,0.42,25,51,0.49,12,37,0.324,21,29,0.724,107
628,2021/1/26,NYK,UTA,L 94-108,240,36,83,0.434,26,56,0.464,10,27,0.37,12,17,0.706,94,37,92,0.402,22,44,0.5,15,48,0.313,19,22,0.864,108
629,2021/1/26,UTA,NYK,W 108-94,240,37,92,0.402,22,44,0.5,15,48,0.313,19,22,0.864,108,36,83,0.434,26,56,0.464,10,27,0.37,12,17,0.706,94
630,2021/1/25,BRK,MIA,W 98-85,240,34,85,0.4,23,47,0.489,11,38,0.289,19,22,0.864,98,31,84,0.369,20,41,0.488,11,43,0.256,12,17,0.706,85
631,2021/1/25,MIA,BRK,L 85-98,240,31,84,0.369,20,41,0.488,11,43,0.256,12,17,0.706,85,34,85,0.4,23,47,0.489,11,38,0.289,19,22,0.864,98
632,2021/1/25,BOS,CHI,W 119-103,240,44,87,0.506,29,58,0.5,15,29,0.517,16,20,0.8,119,41,88,0.466,24,49,0.49,17,39,0.436,4,10,0.4,103
633,2021/1/25,CHI,BOS,L 103-119,240,41,88,0.466,24,49,0.49,17,39,0.436,4,10,0.4,103,44,87,0.506,29,58,0.5,15,29,0.517,16,20,0.8,119
634,2021/1/25,CLE,LAL,L 108-115,240,40,86,0.465,31,65,0.477,9,21,0.429,19,22,0.864,108,42,87,0.483,32,55,0.582,10,32,0.313,21,28,0.75,115
635,2021/1/25,LAL,CLE,W 115-108,240,42,87,0.483,32,55,0.582,10,32,0.313,21,28,0.75,115,40,86,0.465,31,65,0.477,9,21,0.429,19,22,0.864,108
636,2021/1/25,DAL,DEN,L 113-117,240,41,84,0.488,30,52,0.577,11,32,0.344,20,24,0.833,113,40,79,0.506,25,44,0.568,15,35,0.429,22,28,0.786,117
637,2021/1/25,DEN,DAL,W 117-113,240,40,79,0.506,25,44,0.568,15,35,0.429,22,28,0.786,117,41,84,0.488,30,52,0.577,11,32,0.344,20,24,0.833,113
638,2021/1/25,DET,PHI,W 119-104,240,35,70,0.5,18,32,0.563,17,38,0.447,32,38,0.842,119,40,94,0.426,31,66,0.47,9,28,0.321,15,20,0.75,104
639,2021/1/25,PHI,DET,L 104-119,240,40,94,0.426,31,66,0.47,9,28,0.321,15,20,0.75,104,35,70,0.5,18,32,0.563,17,38,0.447,32,38,0.842,119
640,2021/1/25,GSW,MIN,W 130-108,240,44,89,0.494,30,59,0.508,14,30,0.467,28,37,0.757,130,39,94,0.415,31,70,0.443,8,24,0.333,22,25,0.88,108
641,2021/1/25,MIN,GSW,L 108-130,240,39,94,0.415,31,70,0.443,8,24,0.333,22,25,0.88,108,44,89,0.494,30,59,0.508,14,30,0.467,28,37,0.757,130
642,2021/1/25,IND,TOR,W 129-114,240,40,78,0.513,28,49,0.571,12,29,0.414,37,45,0.822,129,38,93,0.409,24,55,0.436,14,38,0.368,24,27,0.889,114
643,2021/1/25,TOR,IND,L 114-129,240,38,93,0.409,24,55,0.436,14,38,0.368,24,27,0.889,114,40,78,0.513,28,49,0.571,12,29,0.414,37,45,0.822,129
644,2021/1/25,CHO,ORL,L 108-117,240,39,89,0.438,28,51,0.549,11,38,0.289,19,27,0.704,108,42,88,0.477,23,51,0.451,19,37,0.514,14,22,0.636,117
645,2021/1/25,ORL,CHO,W 117-108,240,42,88,0.477,23,51,0.451,19,37,0.514,14,22,0.636,117,39,89,0.438,28,51,0.549,11,38,0.289,19,27,0.704,108
646,2021/1/25,OKC,POR,W 125-122,240,43,84,0.512,25,44,0.568,18,40,0.45,21,35,0.6,125,46,98,0.469,32,57,0.561,14,41,0.341,16,21,0.762,122
647,2021/1/25,POR,OKC,L 122-125,240,46,98,0.469,32,57,0.561,14,41,0.341,16,21,0.762,122,43,84,0.512,25,44,0.568,18,40,0.45,21,35,0.6,125
648,2021/1/24,BOS,CLE,W 141-103,240,52,93,0.559,38,65,0.585,14,28,0.5,23,27,0.852,141,34,85,0.4,24,52,0.462,10,33,0.303,25,34,0.735,103
649,2021/1/24,CLE,BOS,L 103-141,240,34,85,0.4,24,52,0.462,10,33,0.303,25,34,0.735,103,52,93,0.559,38,65,0.585,14,28,0.5,23,27,0.852,141
650,2021/1/24,IND,TOR,L 102-107,240,35,87,0.402,22,48,0.458,13,39,0.333,19,22,0.864,102,37,90,0.411,22,55,0.4,15,35,0.429,18,26,0.692,107
651,2021/1/24,TOR,IND,W 107-102,240,37,90,0.411,22,55,0.4,15,35,0.429,18,26,0.692,107,35,87,0.402,22,48,0.458,13,39,0.333,19,22,0.864,102
652,2021/1/24,LAC,OKC,W 108-100,240,41,92,0.446,27,46,0.587,14,46,0.304,12,16,0.75,108,42,95,0.442,35,60,0.583,7,35,0.2,9,14,0.643,100
653,2021/1/24,OKC,LAC,L 100-108,240,42,95,0.442,35,60,0.583,7,35,0.2,9,14,0.643,100,41,92,0.446,27,46,0.587,14,46,0.304,12,16,0.75,108
654,2021/1/24,ATL,MIL,L 115-129,240,42,83,0.506,28,44,0.636,14,39,0.359,17,22,0.773,115,50,91,0.549,40,60,0.667,10,31,0.323,19,27,0.704,129
655,2021/1/24,MIL,ATL,W 129-115,240,50,91,0.549,40,60,0.667,10,31,0.323,19,27,0.704,129,42,83,0.506,28,44,0.636,14,39,0.359,17,22,0.773,115
656,2021/1/24,CHO,ORL,W 107-104,240,42,88,0.477,28,52,0.538,14,36,0.389,9,16,0.563,107,39,87,0.448,22,49,0.449,17,38,0.447,9,13,0.692,104
657,2021/1/24,ORL,CHO,L 104-107,240,39,87,0.448,22,49,0.449,17,38,0.447,9,13,0.692,104,42,88,0.477,28,52,0.538,14,36,0.389,9,16,0.563,107
658,2021/1/24,NYK,POR,L 113-116,240,39,86,0.453,27,57,0.474,12,29,0.414,23,25,0.92,113,39,83,0.47,22,37,0.595,17,46,0.37,21,23,0.913,116
659,2021/1/24,POR,NYK,W 116-113,240,39,83,0.47,22,37,0.595,17,46,0.37,21,23,0.913,116,39,86,0.453,27,57,0.474,12,29,0.414,23,25,0.92,113
660,2021/1/24,SAS,WAS,W 121-101,240,48,96,0.5,33,65,0.508,15,31,0.484,10,11,0.909,121,39,92,0.424,25,50,0.5,14,42,0.333,9,14,0.643,101
661,2021/1/24,WAS,SAS,L 101-121,240,39,92,0.424,25,50,0.5,14,42,0.333,9,14,0.643,101,48,96,0.5,33,65,0.508,15,31,0.484,10,11,0.909,121
662,2021/1/23,BRK,MIA,W 128-124,240,44,83,0.53,25,46,0.543,19,37,0.514,21,26,0.808,128,42,89,0.472,29,43,0.674,13,46,0.283,27,32,0.844,124
663,2021/1/23,MIA,BRK,L 124-128,240,42,89,0.472,29,43,0.674,13,46,0.283,27,32,0.844,124,44,83,0.53,25,46,0.543,19,37,0.514,21,26,0.808,128
664,2021/1/23,CHI,LAL,L 90-101,240,33,84,0.393,25,59,0.424,8,25,0.32,16,22,0.727,90,36,79,0.456,32,60,0.533,4,19,0.211,25,31,0.806,101
665,2021/1/23,LAL,CHI,W 101-90,240,36,79,0.456,32,60,0.533,4,19,0.211,25,31,0.806,101,33,84,0.393,25,59,0.424,8,25,0.32,16,22,0.727,90
666,2021/1/23,DAL,HOU,L 108-133,240,37,83,0.446,32,58,0.552,5,25,0.2,29,40,0.725,108,47,86,0.547,31,49,0.633,16,37,0.432,23,29,0.793,133
667,2021/1/23,HOU,DAL,W 133-108,240,47,86,0.547,31,49,0.633,16,37,0.432,23,29,0.793,133,37,83,0.446,32,58,0.552,5,25,0.2,29,40,0.725,108
668,2021/1/23,DET,PHI,L 110-114,240,37,86,0.43,23,53,0.434,14,33,0.424,22,30,0.733,110,38,83,0.458,30,60,0.5,8,23,0.348,30,38,0.789,114
669,2021/1/23,PHI,DET,W 114-110,240,38,83,0.458,30,60,0.5,8,23,0.348,30,38,0.789,114,37,86,0.43,23,53,0.434,14,33,0.424,22,30,0.733,110
670,2021/1/23,MIN,NOP,W 120-110,240,39,91,0.429,27,57,0.474,12,34,0.353,30,37,0.811,120,40,87,0.46,30,54,0.556,10,33,0.303,20,28,0.714,110
671,2021/1/23,NOP,MIN,L 110-120,240,40,87,0.46,30,54,0.556,10,33,0.303,20,28,0.714,110,39,91,0.429,27,57,0.474,12,34,0.353,30,37,0.811,120
672,2021/1/23,DEN,PHO,W 120-112 (2OT),290,40,97,0.412,25,61,0.41,15,36,0.417,25,32,0.781,120,41,102,0.402,25,49,0.51,16,53,0.302,14,18,0.778,112
673,2021/1/23,PHO,DEN,L 112-120 (2OT),290,41,102,0.402,25,49,0.51,16,53,0.302,14,18,0.778,112,40,97,0.412,25,61,0.41,15,36,0.417,25,32,0.781,120
674,2021/1/23,GSW,UTA,L 108-127,240,42,93,0.452,28,54,0.519,14,39,0.359,10,15,0.667,108,45,94,0.479,25,44,0.568,20,50,0.4,17,22,0.773,127
675,2021/1/23,UTA,GSW,W 127-108,240,45,94,0.479,25,44,0.568,20,50,0.4,17,22,0.773,127,42,93,0.452,28,54,0.519,14,39,0.359,10,15,0.667,108
676,2021/1/22,CHI,CHO,W 123-110,240,49,96,0.51,34,53,0.642,15,43,0.349,10,12,0.833,123,42,85,0.494,35,53,0.66,7,32,0.219,19,25,0.76,110
677,2021/1/22,CHO,CHI,L 110-123,240,42,85,0.494,35,53,0.66,7,32,0.219,19,25,0.76,110,49,96,0.51,34,53,0.642,15,43,0.349,10,12,0.833,123
678,2021/1/22,BRK,CLE,L 113-125,240,42,87,0.483,28,44,0.636,14,43,0.326,15,17,0.882,113,45,87,0.517,37,62,0.597,8,25,0.32,27,32,0.844,125
679,2021/1/22,CLE,BRK,W 125-113,240,45,87,0.517,37,62,0.597,8,25,0.32,27,32,0.844,125,42,87,0.483,28,44,0.636,14,43,0.326,15,17,0.882,113
680,2021/1/22,DET,HOU,L 102-103,240,31,82,0.378,16,50,0.32,15,32,0.469,25,37,0.676,102,37,95,0.389,23,54,0.426,14,41,0.341,15,20,0.75,103
681,2021/1/22,HOU,DET,W 103-102,240,37,95,0.389,23,54,0.426,14,41,0.341,15,20,0.75,103,31,82,0.378,16,50,0.32,15,32,0.469,25,37,0.676,102
682,2021/1/22,IND,ORL,W 120-118 (OT),265,46,93,0.495,34,59,0.576,12,34,0.353,16,18,0.889,120,43,94,0.457,26,57,0.456,17,37,0.459,15,24,0.625,118
683,2021/1/22,ORL,IND,L 118-120 (OT),265,43,94,0.457,26,57,0.456,17,37,0.459,15,24,0.625,118,46,93,0.495,34,59,0.576,12,34,0.353,16,18,0.889,120
684,2021/1/22,LAC,OKC,W 120-106,240,43,84,0.512,33,51,0.647,10,33,0.303,24,25,0.96,120,41,87,0.471,27,45,0.6,14,42,0.333,10,13,0.769,106
685,2021/1/22,OKC,LAC,L 106-120,240,41,87,0.471,27,45,0.6,14,42,0.333,10,13,0.769,106,43,84,0.512,33,51,0.647,10,33,0.303,24,25,0.96,120
686,2021/1/22,ATL,MIN,W 116-98,240,38,83,0.458,23,48,0.479,15,35,0.429,25,30,0.833,116,40,93,0.43,32,61,0.525,8,32,0.25,10,12,0.833,98
687,2021/1/22,MIN,ATL,L 98-116,240,40,93,0.43,32,61,0.525,8,32,0.25,10,12,0.833,98,38,83,0.458,23,48,0.479,15,35,0.429,25,30,0.833,116
688,2021/1/22,BOS,PHI,L 110-122,240,41,90,0.456,29,60,0.483,12,30,0.4,16,20,0.8,110,45,81,0.556,33,53,0.623,12,28,0.429,20,24,0.833,122
689,2021/1/22,PHI,BOS,W 122-110,240,45,81,0.556,33,53,0.623,12,28,0.429,20,24,0.833,122,41,90,0.456,29,60,0.483,12,30,0.4,16,20,0.8,110
690,2021/1/22,DEN,PHO,W 130-126 (OT),265,53,103,0.515,47,77,0.61,6,26,0.231,18,19,0.947,130,47,94,0.5,30,50,0.6,17,44,0.386,15,15,1,126
691,2021/1/22,PHO,DEN,L 126-130 (OT),265,47,94,0.5,30,50,0.6,17,44,0.386,15,15,1,126,53,103,0.515,47,77,0.61,6,26,0.231,18,19,0.947,130
692,2021/1/22,NYK,SAC,L 94-103,240,36,94,0.383,31,72,0.431,5,22,0.227,17,25,0.68,94,38,91,0.418,26,57,0.456,12,34,0.353,15,21,0.714,103
693,2021/1/22,SAC,NYK,W 103-94,240,38,91,0.418,26,57,0.456,12,34,0.353,15,21,0.714,103,36,94,0.383,31,72,0.431,5,22,0.227,17,25,0.68,94
694,2021/1/22,DAL,SAS,W 122-117,240,45,93,0.484,31,54,0.574,14,39,0.359,18,20,0.9,122,41,89,0.461,29,61,0.475,12,28,0.429,23,30,0.767,117
695,2021/1/22,SAS,DAL,L 117-122,240,41,89,0.461,29,61,0.475,12,28,0.429,23,30,0.767,117,45,93,0.484,31,54,0.574,14,39,0.359,18,20,0.9,122
696,2021/1/22,MIA,TOR,L 81-101,240,33,77,0.429,26,46,0.565,7,31,0.226,8,10,0.8,81,39,84,0.464,22,44,0.5,17,40,0.425,6,9,0.667,101
697,2021/1/22,TOR,MIA,W 101-81,240,39,84,0.464,22,44,0.5,17,40,0.425,6,9,0.667,101,33,77,0.429,26,46,0.565,7,31,0.226,8,10,0.8,81
698,2021/1/21,GSW,NYK,L 104-119,240,33,86,0.384,24,48,0.5,9,38,0.237,29,39,0.744,104,38,82,0.463,27,58,0.466,11,24,0.458,32,41,0.78,119
699,2021/1/21,NYK,GSW,W 119-104,240,38,82,0.463,27,58,0.466,11,24,0.458,32,41,0.78,119,33,86,0.384,24,48,0.5,9,38,0.237,29,39,0.744,104
700,2021/1/21,LAL,MIL,W 113-106,240,41,88,0.466,22,51,0.431,19,37,0.514,12,15,0.8,113,44,87,0.506,35,59,0.593,9,28,0.321,9,12,0.75,106
701,2021/1/21,MIL,LAL,L 106-113,240,44,87,0.506,35,59,0.593,9,28,0.321,9,12,0.75,106,41,88,0.466,22,51,0.431,19,37,0.514,12,15,0.8,113
702,2021/1/21,NOP,UTA,L 118-129,240,42,85,0.494,31,60,0.517,11,25,0.44,23,30,0.767,118,44,88,0.5,27,49,0.551,17,39,0.436,24,25,0.96,129
703,2021/1/21,UTA,NOP,W 129-118,240,44,88,0.5,27,49,0.551,17,39,0.436,24,25,0.96,129,42,85,0.494,31,60,0.517,11,25,0.44,23,30,0.767,118
704,2021/1/20,ATL,DET,W 123-115 (OT),265,44,100,0.44,35,77,0.455,9,23,0.391,26,38,0.684,123,44,97,0.454,34,66,0.515,10,31,0.323,17,19,0.895,115
705,2021/1/20,DET,ATL,L 115-123 (OT),265,44,97,0.454,34,66,0.515,10,31,0.323,17,19,0.895,115,44,100,0.44,35,77,0.455,9,23,0.391,26,38,0.684,123
706,2021/1/20,BRK,CLE,L 135-147 (2OT),290,48,106,0.453,33,65,0.508,15,41,0.366,24,27,0.889,135,56,109,0.514,36,69,0.522,20,40,0.5,15,21,0.714,147
707,2021/1/20,CLE,BRK,W 147-135 (2OT),290,56,109,0.514,36,69,0.522,20,40,0.5,15,21,0.714,147,48,106,0.453,33,65,0.508,15,41,0.366,24,27,0.889,135
708,2021/1/20,GSW,SAS,W 121-99,240,46,91,0.505,31,53,0.585,15,38,0.395,14,20,0.7,121,35,94,0.372,31,61,0.508,4,33,0.121,25,31,0.806,99
709,2021/1/20,SAS,GSW,L 99-121,240,35,94,0.372,31,61,0.508,4,33,0.121,25,31,0.806,99,46,91,0.505,31,53,0.585,15,38,0.395,14,20,0.7,121
710,2021/1/20,HOU,PHO,L 103-109,240,37,88,0.42,27,57,0.474,10,31,0.323,19,22,0.864,103,42,89,0.472,34,55,0.618,8,34,0.235,17,19,0.895,109
711,2021/1/20,PHO,HOU,W 109-103,240,42,89,0.472,34,55,0.618,8,34,0.235,17,19,0.895,109,37,88,0.42,27,57,0.474,10,31,0.323,19,22,0.864,103
712,2021/1/20,DAL,IND,W 124-112,240,51,97,0.526,43,70,0.614,8,27,0.296,14,17,0.824,124,41,92,0.446,25,53,0.472,16,39,0.41,14,21,0.667,112
713,2021/1/20,IND,DAL,L 112-124,240,41,92,0.446,25,53,0.472,16,39,0.41,14,21,0.667,112,51,97,0.526,43,70,0.614,8,27,0.296,14,17,0.824,124
714,2021/1/20,LAC,SAC,W 115-96,240,41,86,0.477,25,51,0.49,16,35,0.457,17,18,0.944,115,39,86,0.453,26,58,0.448,13,28,0.464,5,12,0.417,96
715,2021/1/20,SAC,LAC,L 96-115,240,39,86,0.453,26,58,0.448,13,28,0.464,5,12,0.417,96,41,86,0.477,25,51,0.49,16,35,0.457,17,18,0.944,115
716,2021/1/20,MIN,ORL,L 96-97,240,36,85,0.424,21,50,0.42,15,35,0.429,9,14,0.643,96,36,92,0.391,26,61,0.426,10,31,0.323,15,21,0.714,97
717,2021/1/20,ORL,MIN,W 97-96,240,36,92,0.391,26,61,0.426,10,31,0.323,15,21,0.714,97,36,85,0.424,21,50,0.42,15,35,0.429,9,14,0.643,96
718,2021/1/20,BOS,PHI,L 109-117,240,42,89,0.472,30,56,0.536,12,33,0.364,13,20,0.65,109,36,78,0.462,27,51,0.529,9,27,0.333,36,45,0.8,117
719,2021/1/20,PHI,BOS,W 117-109,240,36,78,0.462,27,51,0.529,9,27,0.333,36,45,0.8,117,42,89,0.472,30,56,0.536,12,33,0.364,13,20,0.65,109
720,2021/1/20,MIA,TOR,W 111-102,240,39,80,0.488,21,40,0.525,18,40,0.45,15,17,0.882,111,35,88,0.398,19,39,0.487,16,49,0.327,16,18,0.889,102
721,2021/1/20,TOR,MIA,L 102-111,240,35,88,0.398,19,39,0.487,16,49,0.327,16,18,0.889,102,39,80,0.488,21,40,0.525,18,40,0.45,15,17,0.882,111
722,2021/1/19,DEN,OKC,W 119-101,240,46,105,0.438,32,63,0.508,14,42,0.333,13,14,0.929,119,36,86,0.419,22,43,0.512,14,43,0.326,15,23,0.652,101
723,2021/1/19,OKC,DEN,L 101-119,240,36,86,0.419,22,43,0.512,14,43,0.326,15,23,0.652,101,46,105,0.438,32,63,0.508,14,42,0.333,13,14,0.929,119
724,2021/1/19,NOP,UTA,L 102-118,240,43,95,0.453,37,69,0.536,6,26,0.231,10,15,0.667,102,43,85,0.506,22,38,0.579,21,47,0.447,11,17,0.647,118
725,2021/1/19,UTA,NOP,W 118-102,240,43,85,0.506,22,38,0.579,21,47,0.447,11,17,0.647,118,43,95,0.453,37,69,0.536,6,26,0.231,10,15,0.667,102
726,2021/1/18,ATL,MIN,W 108-97,240,37,79,0.468,26,51,0.51,11,28,0.393,23,25,0.92,108,36,91,0.396,22,54,0.407,14,37,0.378,11,16,0.688,97
727,2021/1/18,MIN,ATL,L 97-108,240,36,91,0.396,22,54,0.407,14,37,0.378,11,16,0.688,97,37,79,0.468,26,51,0.51,11,28,0.393,23,25,0.92,108
728,2021/1/18,BRK,MIL,W 125-123,240,46,84,0.548,31,53,0.585,15,31,0.484,18,21,0.857,125,46,105,0.438,35,67,0.522,11,38,0.289,20,24,0.833,123
729,2021/1/18,MIL,BRK,L 123-125,240,46,105,0.438,35,67,0.522,11,38,0.289,20,24,0.833,123,46,84,0.548,31,53,0.585,15,31,0.484,18,21,0.857,125
730,2021/1/18,CHI,HOU,W 125-120,240,43,92,0.467,23,47,0.489,20,45,0.444,19,21,0.905,125,46,88,0.523,29,48,0.604,17,40,0.425,11,17,0.647,120
731,2021/1/18,HOU,CHI,L 120-125,240,46,88,0.523,29,48,0.604,17,40,0.425,11,17,0.647,120,43,92,0.467,23,47,0.489,20,45,0.444,19,21,0.905,125
732,2021/1/18,GSW,LAL,W 115-113,240,44,87,0.506,32,50,0.64,12,37,0.324,15,20,0.75,115,40,83,0.482,31,54,0.574,9,29,0.31,24,33,0.727,113
733,2021/1/18,LAL,GSW,L 113-115,240,40,83,0.482,31,54,0.574,9,29,0.31,24,33,0.727,113,44,87,0.506,32,50,0.64,12,37,0.324,15,20,0.75,115
734,2021/1/18,MEM,PHO,W 108-104,240,41,83,0.494,30,57,0.526,11,26,0.423,15,20,0.75,108,40,88,0.455,25,52,0.481,15,36,0.417,9,16,0.563,104
735,2021/1/18,PHO,MEM,L 104-108,240,40,88,0.455,25,52,0.481,15,36,0.417,9,16,0.563,104,41,83,0.494,30,57,0.526,11,26,0.423,15,20,0.75,108
736,2021/1/18,DET,MIA,L 107-113,240,38,82,0.463,25,45,0.556,13,37,0.351,18,24,0.75,107,43,75,0.573,31,45,0.689,12,30,0.4,15,19,0.789,113
737,2021/1/18,MIA,DET,W 113-107,240,43,75,0.573,31,45,0.689,12,30,0.4,15,19,0.789,113,38,82,0.463,25,45,0.556,13,37,0.351,18,24,0.75,107
738,2021/1/18,NYK,ORL,W 91-84,240,31,87,0.356,26,60,0.433,5,27,0.185,24,34,0.706,91,29,86,0.337,17,48,0.354,12,38,0.316,14,16,0.875,84
739,2021/1/18,ORL,NYK,L 84-91,240,29,86,0.337,17,48,0.354,12,38,0.316,14,16,0.875,84,31,87,0.356,26,60,0.433,5,27,0.185,24,34,0.706,91
740,2021/1/18,POR,SAS,L 104-125,240,39,90,0.433,29,55,0.527,10,35,0.286,16,19,0.842,104,48,90,0.533,33,57,0.579,15,33,0.455,14,16,0.875,125
741,2021/1/18,SAS,POR,W 125-104,240,48,90,0.533,33,57,0.579,15,33,0.455,14,16,0.875,125,39,90,0.433,29,55,0.527,10,35,0.286,16,19,0.842,104
742,2021/1/18,DAL,TOR,L 93-116,240,31,82,0.378,22,46,0.478,9,36,0.25,22,27,0.815,93,44,88,0.5,32,55,0.582,12,33,0.364,16,18,0.889,116
743,2021/1/18,TOR,DAL,W 116-93,240,44,88,0.5,32,55,0.582,12,33,0.364,16,18,0.889,116,31,82,0.378,22,46,0.478,9,36,0.25,22,27,0.815,93
744,2021/1/17,BOS,NYK,L 75-105,240,25,84,0.298,18,38,0.474,7,46,0.152,18,29,0.621,75,38,80,0.475,26,49,0.531,12,31,0.387,17,21,0.81,105
